Référence;Désignation;Fournisseur;Fabricant;Catégorie;Tarif approximatif;CONCAT;Clé_Réf;Code interne;Note;SH Code;Poids unitaire;Conditionnement;Poids;Unité poids;PCB;Poids emballage;Mode de colisage
IMT50620;TUBE TULIPE GRIS D20MM PAR 3M;RAVATE ELEC;Schneider Electric;Tubes IRL;1,53;IMT50620;IMT50620;;;39172310;1,8;Botte;;;51;;
IMT50625;TUBE TULIPE GRIS D25MM PAR 3M;RAVATE ELEC;Schneider Electric;Tubes IRL;2,64;IMT50625;IMT50625;;;;;;;;;;
IMT50632;TUBE TULIPE GRIS D32MM PAR 3M;RAVATE ELEC;Schneider Electric;Tubes IRL;4,97;IMT50632;IMT50632;;Tarif barre 3M;;;;;;;;
IMT50640;TUBE TULIPE GRIS D40MM PAR 3M;RAVATE ELEC;Schneider Electric;Tubes IRL;2,94;IMT50640;IMT50640;;Tarif pour barre de 3M;;;;;;;;
IMT50650;TUBE TULIPE GRIS D50MM PAR 3M;GMR;Schneider Electric;Tubes IRL;;IMT50650;IMT50650;;;;;;;;;;
IRO16;Tube IRO Ø16 Barre 3 MT;COMINTER Mayotte;;Tubes IRL;1,95;IRO16;IRO16;;;;;;;;;;
IRO20/00;Tube IRO Ø20 Barre 3 MT;COMINTER;;Tubes IRL;1,4;IRO20/00;IRO20/00;;;;;;;;;;
IRO25/00;Tube IRO Ø25 Barre 3 MT;COMINTER Mayotte;;Tubes IRL;3,35;IRO25/00;IRO25/00;;Tarif barre 3M;;;;;;;;
IRO32/00;Tube IRO Ø32 Barre 3 MT;COMINTER Mayotte;;Tubes IRL;4,74;IRO32/00;IRO32/00;;;;;;;;;;
RAM900113;Clips pour câble boîte de 70 clips Ø10-14 mm (boîte);COMINTER Mayotte;;Tubes IRL;16,59;RAM900113;RAM900113;;;;;;;;;;
7602;TUBE LED VISION-EL T8 ALU SL 18 W 1200 mm 230V 6000°K;109 Distribution;Miidex Lighting;Tubes LED;5,5;7602;7602;;;;;;;;;;
4,05808E+12;LN COMP SWITCH 600 8 W 4000 K;;Ledvance;Tubes LED;;4,05808E+12;4,05808E+12;;;;;;;;;;
7602;TUBE LED VISION-EL T8 ALU SL 18 W 1200 mm 230V 6000°K;109 Distribution;Miidex Lighting;Tubes LED;5,5;7602;7602;;;;;;;;;;
LEDVA-106130;BATTEN LED 600 8W 900Lm 4000K;STAND 64;Ledvance;Tubes LED;17;LEDVA-106130;LEDVA-106130;;;;;;;;;;
SUNART210220;Reglette tubulaire SUN'TUB diff opale 1200 36/840;COMINTER;Sunlux Group;Tubes LED;77,7;SUNART210220;SUNART210220;;;;;;;;;;
TUB.101999;Everpark 120cm 40W ACCESS 3 blanc 3000K;CLAREO;Clareo;Tubes LED;25,08;TUB.101999;TUB.101999;;;;;;;;;;
TUB.102000;Everpark Clareo 120cm 40W ACCESS3 4000K;CLAREO;Clareo;Tubes LED;25,47;TUB.102000;TUB.102000;;;;;;;;;;
TUB.102007;EverPark CLAREO 120cm 40W 120lm/W ACCESS 3 FS 4000K Driver ON/OFF;CLAREO;Clareo;Tubes LED;26,87;TUB.102007;TUB.102007;;;;;;;;;;
TUB.102013;Everpark 150cm 50W ACCESS 3 BLANC 3000K;CLAREO;Clareo;Tubes LED;59,64;TUB.102013;TUB.102013;;;;;;;;;;
TUB.102045;Everpark détecteur 120cm 40W ACCESS 3 blanc 3000K;CLAREO;Clareo;Tubes LED;45,55;TUB.102045;TUB.102045;;;;;;;;;;
TUB.102050;EverPark Détecteur CLAREO 120cm 40W 120lm/W ACCESS 3 FS Av. Dét. 4000K;CLAREO;Clareo;Tubes LED;48,13;TUB.102050;TUB.102050;;;;;;;;;;
TUB.102053;Everpark détecteur 150cm 50W ACCESS 3 blanc 3000K;CLAREO;Clareo;Tubes LED;51,81;TUB.102053;TUB.102053;;;;;;;;;;
TUB.102054;EverPark Détecteur CLAREO 150cm 50W ACCESS 3 FS , Type : Avec détecteur , Couleur : Blanc neutre - 4000K;CLAREO;Clareo;Tubes LED;45,6;TUB.102054;TUB.102054;;;;;;;;;;
TUB.102999;TubuLED 120cm 31W ACCESS 2 blanc 3000K;CLAREO;Clareo;Tubes LED;9,87;TUB.102999;TUB.102999;;;;;;;;;;
TUB.103000 ;TubuLED CLAREO 120cm 31W ACCESS 2 4000K Driver ON/OFF;CLAREO;Clareo;Tubes LED;48,39;TUB.103000 ;TUB.103000;;;;;;;;;;
TUB.103039;TubuLED détecteur 60cm 15W ACCESS 2 blanc 3000K;CLAREO;Clareo;Tubes LED;51,81;TUB.103039;TUB.103039;;;;;;;;;;
TUB.103043;TubuLED Détecteur CLAREO 120cm 39W SENSOR ACCESS 2, Avec détecteur, Blc - 4000K, Angle : 120 °;CLAREO;Clareo;Tubes LED;63,43;TUB.103043;TUB.103043;;;;;;;;;;
TUB.103049;TubuLED Basse Luminance CLAREO 110cm 36W DESIGN;CLAREO;Clareo;Tubes LED;92,95;TUB.103049;TUB.103049;;;;;;;;;;
TUB.8036;TubuLED Clareo 150cm 45W 130lm/W ACCESS FS 4000K;CLAREO;Clareo;Tubes LED;73,32;TUB.8036;TUB.8036;;;;;;;;;;
SY0030240;Tube LED 1200mm T8 CCG 4FT 13.3W 2000lm 840 50000H 220V;COMINTER;Sylvania;Tubes LED;7,07;SY0030240;SY0030240;;;;;;;;;;
AGC-LHB13-040-4000-120-OP;TUB LHB13 120cm 40W 5200LM 4000K 120° IP66/IP69K IK10 OPALE+COLLIERS FIXATION+OUTIL;STAND 64;;Tubes LED;72;AGC-LHB13-040-4000-120-OP;AGC-LHB13-040-4000-120-OP;;;;;;;;;;
SAMMO-36170011;Pauli HT200 X-Heat 46.4CM 1X60W E27 IP66/68 IK07;STAND 64;Sammode;Tubes LED;405;SAMMO-36170011;SAMMO-36170011;;;;;;;;;;
TUB.102090x12;EverPark Slim CLAREO 120cm 36W EASY Pack 12 , Couleur : Blanc neutre - 4000K;CLAREO;Clareo;Tubes LED;199,5;TUB.102090x12;TUB.102090x12;;;;22;Carton;;;1;;
TUB.103042;TubuLED Détecteur CLAREO 120cm 39W SENSOR One ADVANCE 2 , Type : Avec détecteur , Couleur : Blanc chaud - 3000K , Angle : 120 °;CLAREO;Clareo;Tubes LED;63,43;TUB.103042;TUB.103042;;;;;;;;;;
TUB.103045;TubuLED Détecteur CLAREO 150cm 58W SENSOR One ADVANCE 2 , Type : Avec détecteur , Couleur : Blanc chaud - 3000K;CLAREO;Clareo;Tubes LED;75,53;TUB.103045;TUB.103045;;;;;;;;;;
TUB.8089E2x9;EverPark CLAREO 120cm 40W START Pack 9 , Couleur : Blanc chaud - 3000K , Angle : 120 °;CLAREO;Clareo;Tubes LED;112,82;TUB.8089E2x9;TUB.8089E2x9;;;;;;;;;;
TUB.8228A4;EverPark CLAREO 120cm 33W ADVANCE 4 , Couleur : Blanc neutre - 4000K , Angle : 120 ° , Driver : ON/OFF;CLAREO;Clareo;Tubes LED;20,72;TUB.8228A4;TUB.8228A4;;;;;;;;;;
TUB.8235A4;EverPark CLAREO 120cm 30W 160lm/W ACCESS 4 , Couleur : Blanc neutre - 4000K , Angle : 120 °, Driver : ON/OFF;CLAREO;Clareo;Tubes LED;25,2;TUB.8235A4;TUB.8235A4;;;;;;;;;;
TUB.8248A4;EverPark CLAREO 150cm 40W 150lm/W ACCESS 4 , Couleur : Blanc chaud - 3000K;CLAREO;Clareo;Tubes LED;31,26;TUB.8248A4;TUB.8248A4;;;;;;;;;;
302724;DIANE 1500mm 42W 6720lm 4000K-IRC80-IP65-IK10 Multipuis;COMINTER;Electra;Tubulaire;91,8;302724;302724;;;;;;;;;;
LHB13-040-3000-120-OP-MS;TUB LHB13 120CM 40W 5200LM 3000°K 120° IP66/IP69K IK10 OPALE + COLLIERS FIXATION DETECT. MVT INTEGRE;STAND 64;;Tubulaire;102;LHB13-040-3000-120-OP-MS;LHB13-040-3000-120-OP-MS;;;;;;;;;;
LHB13-040-4000-120-OP-MS;TUB LHB13 120CM 40W 5200LM 4000°K 120° IP66/IP69K IK10 OPALE + COLLIERS FIXATION DETECT. MVT INTEGRE;STAND 64;;Tubulaire;102;LHB13-040-4000-120-OP-MS;LHB13-040-4000-120-OP-MS;;;;;;;;;;
LHB13-O20-4000-120-OP;TUB LHB13 60CM 20W 2600LM 4000°K 120° IP66/IP69K IK10 OPALE + COLLIERS FIXATION;STAND 64;;Tubulaire;56;LHB13-O20-4000-120-OP;LHB13-O20-4000-120-OP;;;;;;;;;;
LHB13-O20-4000-120-OP-LINK;TUB LHB13 60CM LINKABLE 20W 2600LM 4000°K 120° IP66/IP69K IK10 OPALE;STAND 64;;Tubulaire;64;LHB13-O20-4000-120-OP-LINK;LHB13-O20-4000-120-OP-LINK;;;;;;;;;;
LHB13-O40-3000-120-OP;TUB LHB13 120CM 40W 5200LM 3000°K 120° IP66/IP69K IK10 OPALE + COLLIERS FIXATION;STAND 64;;Tubulaire;72;LHB13-O40-3000-120-OP;LHB13-O40-3000-120-OP;;;;;;;;;;
LHB13-O40-4000-120-OP;TUB LHB13 120CM 40W 5200LM 4000°K 120° IP66/IP69K IK10 OPALE + COLLIERS FIXATION;STAND 64;;Tubulaire;72;LHB13-O40-4000-120-OP;LHB13-O40-4000-120-OP;;;;;;;;;;
LHB13-O40-4000-120-OP-LINK;TUB LHB13 120CM LINKABLE 40W 5200LM 4000°K 120° IP66/IP69K IK10 OPALE;STAND 64;;Tubulaire;78;LHB13-O40-4000-120-OP-LINK;LHB13-O40-4000-120-OP-LINK;;;;;;;;;;
LHB13-O50-3000-120-OP;TUB LHB13 150CM 50W 6500LM 3000°K 120° IP66/IP69K IK10 OPALE + COLLIERS FIXATION;STAND 64;;Tubulaire;81;LHB13-O50-3000-120-OP;LHB13-O50-3000-120-OP;;;;;;;;;;
LHB13-O50-4000-120-OP;TUB LHB13 150CM 50W 6500LM 4000°K 120° IP66/IP69K IK10 OPALE + COLLIERS FIXATION;STAND 64;;Tubulaire;81;LHB13-O50-4000-120-OP;LHB13-O50-4000-120-OP;;;;;;;;;;
LHB13-O50-4000-120-OP-LINK;TUB LHB13 150CM LINKABLE 50W 6500LM 4000°K 120° IP66/IP69K IK10 OPALE;STAND 64;;Tubulaire;89;LHB13-O50-4000-120-OP-LINK;LHB13-O50-4000-120-OP-LINK;;;;;;;;;;
LHB13-SUSPENSION;TUB LHB13 20/40/50W KIT DE SUSPENSION;STAND 64;;Tubulaire;12;LHB13-SUSPENSION;LHB13-SUSPENSION;;;;;;;;;;
1176;Plateau rackable 1U de profondeur 250 mm /;ATECH;;VDI;21,15;1176;1176;;;94039910;;;;;;;
5001;Baie 24U 600x600 avec porte vitrée sécurité et 1 paire de montants / Efirack;ATECH;;VDI;892,85;5001;5001;;;;;;;;;;
5301;Baie 24U 800x800 avec porte verre 1 paire de montants / Efirack;ATECH;Effirack;VDI;878,66;5301;5301;;;;;;;;;;
33775;Lot de 6 connecteurs RJ45 haute densité catégorie 6A STP LCS³;COMINTER;Legrand;VDI;49,3;LEG33775;33775;;;;;;;;;;
51816;Cordon C6A S/FTP PVC JAUNE 0.5M;ATECH;;VDI;3,1;51816;51816;;;;;;;;;;
102410;Plastron adaptateur VGA F/F 0,2m;ATECH;;VDI;9,56;102410;102410;;;;;;;;;;
102480;Plastron Adaptateur VGA+jack 3.5 longueur 10 m;Atech;;VDI;;102480;102480;;;;;;;;;;
102490;Plastron Adaptateur VGA+jack 3.5 longueur 15 m;Atech;;VDI;;102490;102490;;;;;;;;;;
102666;Plastron adaptateur HDMI F/F 0,2m;ATECH;;VDI;11,54;102666;102666;;;;;;;;;;
107025;Derouleur sabot ﾈ l'unitﾎ (200kg/paire)/Infractive;Atech;INFRACTIVE;VDI;;107025;107025;;;;;;;;;;
508016;Connecteur VGA Mâle ( à souder);Atech;;VDI;;508016;508016;;;;;;;;;;
509333;"Bandeau d'alimentation 19"" 9 prises noires + voyant lumineux";ATECH;;VDI;42,91;509333;509333;;;;;;;;;;
509470;Passe fils balais 1U Noir;ATECH;;VDI;11,63;509470;509470;;;85389099;;;;;;;
509471;"Passe fils 1U 19"" Noir, 5 anneaux plastique";ATECH;;VDI;7,9;509471;509471;;;;;;;;;;
509476;Passe fils 5 anneaux métal;ATECH;;VDI;8,35;509476;509476;;;;;;;;;;
509722;Serre câbles étiquette lot de 100;Atech;;VDI;;509722;509722;;;;;;;;;;
509726;Serre câbles 200x2.6 mm lot de 100;Atech;;VDI;;509726;509726;;;;;;;;;;
607008;Connecteur RJ45 FTP Cat6 + Guide â l'unité;Atech;SCHNEIDER ELECTRIC;VDI;;607008;607008;;;85369010;;;;;;;
607018;Connecteur RJ45 FTP Cat6 â l'unité;Atech;SCHNEIDER ELECTRIC;VDI;;607018;607018;;;85369010;;;;;;;
646211;Coffret fixe 19pouces livre monte Linkeo capacite;COMINTER;Legrand;VDI;198;LEG646211;646211;;;;;;;;;;
646750;BAIE LINKEO2 24U 600X600;COMINTER;Legrand;VDI;370;LEG646750;646750;;;;;;;;;;
646764;BAIE LINKEO2 42U 800X800;RAVATE ELEC;Legrand;VDI;590;LEG646764;646764;;;85381000;;;;;;;
8460004;PROFIL SAILLIE TSL-S15 ALU;RAVATE ELEC;;VDI;4,84;8460004;8460004;;;;;;;;;;
8465004;EMBOUT SS PASS CAB TSL-S15 ALU;RAVATE ELEC;;VDI;0,72;8465004;8465004;;;;;;;;;;
90008695;Doubleur RJ45 M/F/F Téléphone/ Téléphone avec cordons 10cm;Atech;;VDI;;90008695;90008695;;;;;;;;;;
7939751200;Outil de raccordement pour RJ45 Cat3 /3M POUYET;Atech;3M Pouyet;VDI;;7939751200;7939751200;;;;;;;;;;
"
LIESOCTB-6A40";RJ45 CAT6A BLINDÉ;COREDIME;;VDI;3,1723;"
LIESOCTB-6A40";"
LIESOCTB-6A40";;Noyau RJ45;;;;;;;;
033775;Lot de 6 connecteurs RJ45 haute densité catégorie 6A STP LCS³;COMINTER;Legrand;VDI;49,3;LEG033775;033775;;;;;;;;;;
08460004;PROFIL SAILLIE TSL-S15 ALU;RAVATE ELEC;;VDI;4,84;08460004;08460004;;;;;;;;;;
08464004;EMBOUT AV PASS CAB TSL-S15 ALU;RAVATE ELEC;;VDI;0,72;08464004;08464004;;;;;;;;;;
08465004;EMBOUT SS PASS CAB TSL-S15 ALU;RAVATE ELEC;;VDI;0,72;08465004;08465004;;;;;;;;;;
100- 179;Noyaux Cat6A low profile SCRND keystone jack T/LESS;ATECH;;VDI;3,74;100- 179;100- 179;;;;;;;;;;
100-028;Panneau 24 ports keystone chromé;ATECH;;VDI;27,8;100-028;100-028;;;;;;;;;;
100-028 BIS;Panneau 24 ports keystone noir;ATECH;;VDI;25,02;100-028 BIS;100-028 BIS;;;;;;;;;;
100-028BIS;Panneau 24 ports keystone noir;ATECH;;VDI;26,75;100-028BIS;100-028BIS;;;;;;;;;;
100-289;FACE AVANT 1 PORT 45x45 EXCEL;ATECH;;VDI;1,26;100-289;100-289;;;;;;;;;;
102410;Plastron adaptateur VGA F/F 0,2m;ATECH;;VDI;9,56;102410;102410;;;;;;;;;;
102666;Plastron adaptateur HDMI F/F 0,2m;ATECH;;VDI;11,54;102666;102666;;;;;;;;;;
1176;Plateau rackable 1U de profondeur 250 mm /;ATECH;;VDI;21,15;1176;1176;;;94039910;;;;;;;
49BM8IPPM;#BLOC ALIM ALU 8 PRISES + INTE;RAVATE ELEC;;VDI;25,03;49BM8IPPM;49BM8IPPM;;;;;;;;;;
49BM8PM;#BLOC ALIM 19PALU 8P;RAVATE ELEC;;VDI;28;49BM8PM;49BM8PM;;;;;;;;;;
49PM1U250G;PLATEAU MODEM 1U PROF 250;109 Distribution;CAE Groupe;VDI;12,5;49PM1U250G;49PM1U250G;;;;;;;;;;
49PM2U400G2;PLATEAU MODEM 2U PROF 400;RAVATE ELEC;CAE Groupe;VDI;20;49PM2U400G2;49PM2U400G2;;;;;;;;;;
5001;Baie 24U 600x600 avec porte vitrée sécurité et 1 paire de montants / Efirack;ATECH;;VDI;892,85;5001;5001;;;;;;;;;;
509333;"Bandeau d'alimentation 19"" 9 prises noires + voyant lumineux";ATECH;;VDI;42,91;509333;509333;;;;;;;;;;
509470;Passe fils balais 1U Noir;ATECH;;VDI;11,63;509470;509470;;;85389099;;;;;;;
509471;"Passe fils 1U 19"" Noir, 5 anneaux plastique";ATECH;;VDI;7,9;509471;509471;;;;;;;;;;
509476;Passe fils 5 anneaux métal;ATECH;;VDI;8,35;509476;509476;;;;;;;;;;
51816;Cordon C6A S/FTP PVC JAUNE 0.5M;ATECH;;VDI;3,1;51816;51816;;;;;;;;;;
5301;Baie 24U 800x800 avec porte verre 1 paire de montants / Efirack;ATECH;Effirack;VDI;878,66;5301;5301;;;;;;;;;;
542-2466-GSBN-BK;EXCEL BAIE CR 24U 600X600;ATECH;;VDI;466,05;542-2466-GSBN-BK;542-2466-GSBN-BK;;;;;;;;;;
542-4288-GSBF-BK;EXCEL BAIE CR 42U 800X800;ATECH;;VDI;766,22;542-4288-GSBF-BK;542-4288-GSBF-BK;;;85381000;;;;;;;
60045SHEV;CABLE CAT7 S/FTP 4P ZH;109 Distribution;CAE Groupe;VDI;0,75;60045SHEV;60045SHEV;;;;;;;;;;
ACJMAR842;"MONTANT ARR 19"" 42U L800";109 Distribution;CAE Groupe;VDI;65;ACJMAR842;ACJMAR842;;;;;;;;;;
ADSLFILTRE;Filtre ADSL;Atech;;VDI;;ADSLFILTRE;ADSLFILTRE;;;;;;;;;;
ADSLFILTRERJ11;Filtre ADSL RJ11;Atech;3M Pouyet;VDI;;ADSLFILTRERJ11;ADSLFILTRERJ11;;;;;;;;;;
ALB45329;Prise TV/FM/SAT (45x45) / Schneider;Atech;SCHNEIDER ELECTRIC;VDI;;ALB45329;ALB45329;;;;;;;;;;
ALB45366;Prise telephoniques (conjoncteur 45x45);Atech;;VDI;;ALB45366;ALB45366;;;;;;;;;;
ALL19PAN241UFTP;Panneau brassage 24 ports Cat6 Keystone / Blue Lan;Atech;;VDI;;ALL19PAN241UFTP;ALL19PAN241UFTP;;;;;;;;;;
ALL19PTEL25;Panneau brassage téléphonique 36-45 25 ports /Blue Lan;Atech;;VDI;;ALL19PTEL25;ALL19PTEL25;;;;;;;;;;
ALL19PTEL60;Panneau brassage téléphonique 36-45 60 ports /Blue Lan;Atech;;VDI;;ALL19PTEL60;ALL19PTEL60;;;;;;;;;;
ALLPRIC6AC2SFTP;Connecteur RJ45 Cat6A STP Keystone / Blue Lan;Atech;;VDI;;ALLPRIC6AC2SFTP;ALLPRIC6AC2SFTP;;;85369010;;;;;;;
ALR44380;Face avant 45x45 1 connecteur k6 Keystone /Schneider;Atech;SCHNEIDER ELECTRIC;VDI;;ALR44380;ALR44380;;;;;;;;;;
B1020A;Fibre optique 6FO, 50/125µm OM4, central loose Int/Ext LSOH Acome;ATECH;Acome;VDI;2,38;B1020A;B1020A;;;;;;;;;;
B6AFSTL8;CONN RJ45 CXAT6A FTP SANS OUTIL;RAVATE ELEC;CAE Groupe;VDI;3,8;B6AFSTL8;B6AFSTL8;;;;;;;;;;
BAIE18U;Fourniture et câblage d'une baie 18U avec porte, roulettes et accessoires pour la sonorisation;ATECH;;VDI;1200;BAIE18U;BAIE18U;;;;;;;;;;
BNCKX6;Connecteur BNC KX6 M à sertir 75 Ohms;Atech;;VDI;;BNCKX6;BNCKX6;;;;;;;;;;
BNCKX6FF;Raccord BNC KX6 F/F;Atech;;VDI;;BNCKX6FF;BNCKX6FF;;;;;;;;;;
BNCKX8;Connecteur BNC KX8 M à sertir 75 Ohm;Atech;;VDI;;BNCKX8;BNCKX8;;;;;;;;;;
BPF2U550AD2;PLAT. FIXE 19 AJUST EN PROF 2U;RAVATE ELEC;CAE Groupe;VDI;36,89;BPF2U550AD2;BPF2U550AD2;;;;;;;;;;
C234030A;Outil de connexion pour modules RCAF RCPT de 0.4 à 0.8mm /;Atech;3M Pouyet;VDI;;C234030A;C234030A;;;;;;;;;;
C6ASSTP1PG;Cordons de brassage Cat6 A S/FTP 1m Gris;ATECH;;VDI;2,24;C6ASSTP1PG;C6ASSTP1PG;;;;;;;;;;
C6ASSTP2PG;Cordons de brassage Cat6 A S/FTP 2m Gris;ATECH;;VDI;3,29;C6ASSTP2PG;C6ASSTP2PG;;;;;;;;;;
CM1961538.04;Coffret kit mural 15U 600mm;ATECH;Efirack;VDI;153,9;CM1961538.04;CM1961538.04;;;;;;;;;;
CM1961545;Coffret kit mural 15U 450mm;ATECH;;VDI;100;CM1961545;CM1961545;;;;;;;;;;
CM1961838.04;Coffret kit mural 18U 600mm;ATECH;;VDI;178,93;CM1961838.04;CM1961838.04;;;;;;;;;;
CORD6AFUTP10M;CORDON CAT6 F/UTP 10M ;COMINTER;;VDI;9,8;CORD6AFUTP10M;CORD6AFUTP10M;;;;;;;;;;
CORD6ASF003MSH;CORDON CAT6AS/FTP 30cm GRIS ZH;109 Distribution;;VDI;1,6;CORD6ASF003MSH;CORD6ASF003MSH;;;;;;;;;;
CORD6ASF02MSH;CORDON CAT6A S/FTP 2M ZH;109 Distribution;CAE Groupe;VDI;3,8;CORD6ASF02MSH;CORD6ASF02MSH;;;;;;;;;;
CORD6ASF02RMSH;CORD RJ45 S/FTP CAT6A ROUG 2M;RAVATE ELEC;CAE Groupe;VDI;3,5;CORD6ASF02RMSH;CORD6ASF02RMSH;;;;;;;;;;
CRJ12RJ12UTP;Coupleur RJ12 F/F en UTP;Atech;;VDI;;CRJ12RJ12UTP;CRJ12RJ12UTP;;;;;;;;;;
CRJ45RJ45FTP;Coupleur RJ45 F/F en FTP;Atech;3M Pouyet;VDI;;CRJ45RJ45FTP;CRJ45RJ45FTP;;;;;;;;;;
CRJ45RJ45UTP;Coupleur RJ45 F/F en UTP;Atech;;VDI;;CRJ45RJ45UTP;CRJ45RJ45UTP;;;;;;;;;;
DB15F;Connecteur DB15 (SUBD 15f à souder);Atech;;VDI;;DB15F;DB15F;;;;;;;;;;
DB15M;Connecteur DB15 (SUBD 15 Mâle à souder);Atech;;VDI;;DB15M;DB15M;;;;;;;;;;
DB25F;Connecteur DB25 (SUBD 25f à souder);Atech;NGC;VDI;;DB25F;DB25F;;;;;;;;;;
DB25M;Connecteur DB25 (SUBD 25M à souder);Atech;;VDI;;DB25M;DB25M;;;;;;;;;;
DB9F;Connecteur DB9 femmelle (SUBD 09 à souder);Atech;3M Pouyet;VDI;;DB9F;DB9F;;;;;;;;;;
DB9M;Connecteur DB9 Mâle (SUBD 09 à souder);Atech;;VDI;;DB9M;DB9M;;;;;;;;;;
DENUDEUR;Denudeur de câble;Atech;3M Pouyet;VDI;;DENUDEUR;DENUDEUR;;;;;;;;;;
DIVTVA;"Daker DK + autonomie 10mn 1KVA mono/mono 310170 + étriers de fixation 19""";ATECH;;VDI;600,12;DIVTVA;DIVTVA;;;;;;;;;;
DOUBRJ12;Doubleur RJ12 M/F/F;Atech;3M Pouyet;VDI;;DOUBRJ12;DOUBRJ12;;;;;;;;;;
DS-PDD12P-EG2;HIK ALARME, DETECTEUR IR FILAIRE;ATECH;;VDI;25;DS-PDD12P-EG2;DS-PDD12P-EG2;;;;;;;;;;
DS-XSPB04-S/B;HIK Plateau pour coffret de brassage prof. 300mm;ATECH;HIK;VDI;29,8;DS-XSPB04-S/B;DS-XSPB04-S/B;;;;;;;;;;
E-9Y;Pince à sertir les scotchlok / 3M E-9Y;Atech;3M Pouyet;VDI;;E-9Y;E-9Y;;;;;;;;;;
ECORD6ASF005MSH;CORDON CAT6A S/FTP 0.5M ZH;109 Distribution;;VDI;1,8;ECORD6ASF005MSH;ECORD6ASF005MSH;;;;;;;;;;
EQRM200MS;Pupitre équivalent RM200MS;ATECH;;VDI;834,6;EQRM200MS;EQRM200MS;;;;;;;;;;
ES4288 ;ESSENTIAL 800X800 42U FLATPACK;109 Distribution;;VDI;740;ES4288 ;ES4288;;;;;;;;;;
EXCXECONNC6AX8;CONNECT RJ45 CAT6A BLINDE X8;COREDIME;;VDI;36,5601;EXCXECONNC6AX8;EXCXECONNC6AX8;;;;;;;;;;
EXCXECONNC6X8;"CONNECT RJ45 CAT6 BLINDE X8
10 X 1 unite";COREDIME;;VDI;21,9863;EXCXECONNC6X8;EXCXECONNC6X8;;;;;;;;;;
EXCXECORDC6AUFGR05;"CORD RJ CAT6AU/FTP GRIS ZH0.5
2 X 1 unite";COREDIME;;VDI;1,7559;EXCXECORDC6AUFGR05;EXCXECORDC6AUFGR05;;;;;;;;;;
EXCXECORDC6AUFGR5;"CORD RJ CAT6AU/FTP GRIS ZH 5M
6 X 1 unite";COREDIME;;VDI;5,1001;EXCXECORDC6AUFGR5;EXCXECORDC6AUFGR5;;;;;;;;;;
EXCXEPANN1U24;"PANNEAU NU 24 PORTS KEYSTONE
1 X 1 unite";COREDIME;;VDI;18,9707;EXCXEPANN1U24;EXCXEPANN1U24;;;;;;;;;;
FILTREMAITRE;Filtre ADSL Maître;Atech;3M Pouyet;VDI;;FILTREMAITRE;FILTREMAITRE;;;;;;;;;;
FP190138-10;Obturateur 1U plastique pour baie / Effirack;ATECH;Effirack;VDI;5,33;FP190138-10;FP190138-10;;;;;;;;;;
FP4MF1KA;Face avant 45x45 blanc /3M POUYET;Atech;3M Pouyet;VDI;;FP4MF1KA;FP4MF1KA;;;;;;;;;;
GALFLEX;Pack centrale GalaxyFlex 50 MK8lex 50 MK8F1 Centrale Flex 20 1 ClavierLCD MK8F;Atech;;VDI;665,56;GALFLEX;GALFLEX;;;;;;;;;;
I67K6F;Embase IP67 keystone /3M POUYET;Atech;3M Pouyet;VDI;;I67K6F;I67K6F;;;;;;;;;;
I67M;Coquille IP67 plastique pour cordon /3M POUYET;Atech;3M Pouyet;VDI;;I67M;I67M;;;;;;;;;;
INF6691F;Panneau de brassage 24 FTP ports affleurant non équipé /INFRA+;Atech;3M Pouyet;VDI;;INF6691F;INF6691F;;;85389099;;;;;;;
INFB17776B24;Connecteur RJ45 Cat6 STP Keystone / Schneider;Atech;3M Pouyet;VDI;;INFB17776B24;INFB17776B24;;;85369010;;;;;;;
INFG017247G;Panneau brassage 24 ports Cat6 Keystone / Schneider;ATECH;3M Pouyet;VDI;29,88;INFG017247G;INFG017247G;;;;;;;;;;
ISOLANT;Boite étanche Raygel-12 pour installation elect exterieur;Atech;3M Pouyet;VDI;;ISOLANT;ISOLANT;;;;;;;;;;
JL684B;HPE Aruba Instant on 1930 24G Class4 POE 4SFP/SFP+ 370W Switch;Xefi;Aruba;VDI;315;JL684B;JL684B;;;;;;;;;;
JL686B;Aruba IOn 1930 48G 4SFP+ 370W Sw;Xefi;Aruba;VDI;859;JL686B;JL686B;;;;;;;;;;
LIE61005L-1;Cordon cat.6 F/UTP bleu;COREDIME;LIEN'K;VDI;1;LIE61005L-1;LIE61005L-1;;;;;;;;;;
LIEFAV45;"FACE AVANT 45X45 - 2 PORTS
4 X 1 unite";COREDIME;;VDI;0,757;LIEFAV45;LIEFAV45;;;;;;;;;;
LIESOCTB-6A40;RJ45 CAT6A BLINDÉ;COREDIME;;VDI;3,1723;LIESOCTB-6A40;LIESOCTB-6A40;;Noyau RJ45;85444920;;;;;;;
LK4268;BAIE LINK+ 600x800 42U;109 Distribution;CAE Groupe;VDI;680;LK4268;LK4268;;;85381000;;;;;;;
LK42810;BAIE LINK+ 800X1000 42U;109 Distribution;CAE Groupe;VDI;1015;LK42810;LK42810;;;85381000;;;;;;;
LK4288;BAIE LINK+ 800X800 42U;RAVATE ELEC;CAE Groupe;VDI;859,66;LK4288;LK4288;;;85381000;;;;;;;
LKOFF12UP450;COFF. MURAL 19P 12U P450 LINK+;RAVATE ELEC;CAE Groupe;VDI;140;LKOFF12UP450;LKOFF12UP450;;;;;;;;;;
